Model,Model Family,Model Size (B),Pretraining Data Size (T),FLOPs (1E21),MMLU,ARC-C,HellaSwag,Winograd,TruthfulQA,GSM8K,XWinograd,HumanEval,Company,Release Date,MMLU-ours,platform,Unnamed: 17,Unnamed: 18,Unnamed: 19,0_3347_brier,0_3347_san,3347_6694_brier,3347_6694_san,6694_10042_brier,6694_10042_san,acc,brier,san
Qwen/Qwen1.5-0.5B,Qwen1.5,0.5,2.4,7.2,0.393533408,0.314846416,0.490539733,0.572217837,0.382992684,0.163002274,0.575621493,0.115853659,alibaba,202402.0,0.3886198547,rllab,,,,0.026581479677075553,2.154982263212736e-05,0.7790773365499133,1.3703137532668097e-06,0.9988359912451044,1.691404356103609e-05,0.3824935271858196,0.6015378367457009,1.327842205977522e-05
Qwen/Qwen-72B,Qwen,72.0,3.0,1296.0,0.773737575,0.651877133,0.85939056,0.824782952,0.601910952,0.704321456,0.828731413,0.37195122,alibaba,202311.0,,,,,,,,,,,,,,
Qwen/Qwen-14B,Qwen,14.0,3.0,252.0,0.677042803,0.582764505,0.839872535,0.767955801,0.494329446,0.589840788,0.791508524,0.353658537,alibaba,202309.0,,,,,,,,,,,,,,
Qwen/Qwen-7B,Qwen,7.0,2.4,100.8,0.598387921,0.513651877,0.784704242,0.72691397,0.477859305,0.449583017,0.734576728,0.317073171,alibaba,202308.0,0.5828941746,rllab,,,,0.0014693423139795483,7.973024282244246e-05,0.24678529279106834,1.3013417352817613e-05,0.9906954150198536,1.2134084670212725e-05,0.5716988647679745,0.41304087962388564,3.4956975311936636e-05
mistralai/Mistral-7B-v0.1,Mistral,7.3,,,0.641644838,0.599829352,0.833100976,0.786108919,0.421531711,0.370735406,0.781857102,0.274390244,mistral,202309.0,0.62590799,rllab,,,,0.00047658212666532154,0.00012402041936260898,0.1363989044629998,1.8366957169143658e-05,0.9740646970808062,1.8813186519254005e-05,0.6143198566022705,0.3703735171720914,5.3730043588750924e-05
mistralai/Mixtral-8x7B-v0.1,Mixtral,45.0,,,0.718783933,0.663822526,0.864568811,0.816890292,0.46805433,0.576194086,0.800190967,0.335365854,mistral,202312.0,,,,,,,,,,,,,,
01-ai/Yi-6B,Yi,6.0,3.0,108.0,0.641070914,0.555460751,0.765684127,0.741910024,0.419616075,0.121304018,0.723879126,0.158536585,01-ai,202311.0,0.6344537815,bdsrc,,,,0.0013704797321643872,0.0001093228356986214,0.27573382649694345,1.07579640892122e-05,0.9952201701039162,2.09403871977127e-05,0.5596494722166899,0.42416503111498954,4.700446656321649e-05
01-ai/Yi-34B,Yi,34.0,3.0,612.0,0.763515673,0.645904437,0.856901016,0.830307814,0.562308393,0.506444276,0.795640491,0.268292683,01-ai,202311.0,,,,,,,,,,,,,,
google/gemma-7b,Gemma,7.0,6.0,252.0,0.660274573,0.610921502,0.824736108,0.784530387,0.449054884,0.527672479,0.783899856,0.335365854,google,202402.0,0.6509756445,bdsrc,,,,0.0007547206453417643,0.00011418531403966522,0.15691070107872615,2.6038144017140665e-05,0.9708472327720175,1.1594539379736407e-05,0.6081457876916949,0.3762301037473772,5.0602114315822075e-05
google/gemma-2b,Gemma,2.0,6.0,72.0,0.417731464,0.483788396,0.71768572,0.662983425,0.330844343,0.169067475,0.709318357,0.231707317,google,202402.0,0.4119071357,bdsrc,,,,0.0015486632851859341,4.983440795915941e-05,0.3792616229470736,1.7145570700808827e-06,0.9983510691093678,2.69678731786991e-05,0.5237004580760805,0.45977408956358656,2.617235862927223e-05
tiiuae/falcon-180B,Falcon,180.0,3.5,3780.0,0.695866104,0.691979522,0.88886676,0.868981847,0.451569509,0.459438969,0.844553352,,tiiuae,202309.0,,,,,,,,,,,,,,
tiiuae/falcon-40b,Falcon,40.0,1.0,240.0,0.569797005,0.619453925,0.852818164,0.812943962,0.417169225,0.214556482,0.784630576,,tiiuae,202309.0,,,,,,,,,,,,,,
tiiuae/falcon-7b,Falcon,7.0,1.5,63.0,0.277854702,0.478668942,0.781318462,0.723756906,0.342638255,0.046247157,0.717572363,,tiiuae,202309.0,0.2707591511,bdsrc,,,,0.0014415472671327535,7.679144448159114e-05,0.2358180812840216,4.952232600658702e-06,0.9923621912170295,2.178973692264121e-05,0.5734913363871739,0.4099319451260039,3.450987118216412e-05
tiiuae/falcon-rw-1b,Falcon,1.0,0.35,2.1,0.252803188,0.350682594,0.635630353,0.620363062,0.35955599,0.005307051,0.535498701,,tiiuae,202307.0,0.2507477567,bdsrc,,,,0.004254947639474713,3.688330796911164e-05,0.5465374499569049,1.922345758667218e-06,0.9996382728111879,2.7298522505727333e-05,0.4666401115315674,0.5168583043344894,2.20352495893299e-05
microsoft/phi-2,Phi,2.7,1.4,22.68,0.579202667,0.610068259,0.749153555,0.73480663,0.442368784,0.549658832,0.526666391,0.493902439,miscrosoft,202306.0,0.5694345535,bdsrc,,,,0.0031416726879125462,0.0001298253078764356,0.29088105725044505,2.838821054322982e-06,0.9830018763152978,3.5691397275336686e-05,0.559151563433579,0.42573036835364275,5.61164745677231e-05
microsoft/phi-1_5,Phi,1.3,0.15,1.17,0.438864678,0.529010239,0.637920733,0.722178374,0.408899386,0.124336619,0.511112784,0.341463415,miscrosoft,202306.0,0.4246546076,bdsrc,,,,0.01584369740598537,8.663084048138691e-05,0.4995157706163657,1.8486215074327076e-06,0.9905017771976936,4.9708829207615135e-05,0.4821748655646286,0.5020023988775828,4.606312681374973e-05
EleutherAI/pythia-1b-deduped,Pythia,1.0,0.3,1.8,0.242710646,0.290955631,0.496514639,0.535911602,0.389393782,0.011372252,0.56099166,0.042682927,EleutherAI,202302.0,0.2493946731,bdsrc,,,,0.015290973058938931,1.7505959246533e-05,0.7755679468439076,7.536027818298764e-07,0.999399412379575,7.761541129418719e-06,0.386476797450707,0.5967928736866807,8.673610218106366e-06
EleutherAI/pythia-410m-deduped,Pythia,0.41,0.3,0.738,0.259888196,0.248293515,0.412865963,0.543804262,0.409475786,0.0030326,0.536312165,0.012195122,EleutherAI,202302.0,0.2551630822,bdsrc,,,,0.04534368272290588,1.0053081684039846e-05,0.8815257895917906,6.989052146717415e-07,0.9996312981700961,1.1559996284290093e-05,0.34047002589125674,0.6422025204252918,7.437738270244053e-06
EleutherAI/pythia-6.9b-deduped,Pythia,6.9,0.3,12.42,0.264809441,0.412969283,0.670483967,0.640883978,0.351945849,0.016679303,0.652470454,0.085365854,EleutherAI,202302.0,0.2605754166,bdsrc,,,,0.0012719978862770643,7.764654788208525e-05,0.4768723265869639,2.00133294171353e-06,0.9994240762411071,2.0993012653628024e-05,0.4914359689304919,0.4925732783576142,3.3545714347898886e-05
EleutherAI/pythia-2.8b-deduped,Pythia,2.8,0.3,5.04,0.267846374,0.362627986,0.60655248,0.602209945,0.355597823,0.008339651,0.639989047,0.048780488,EleutherAI,202302.0,0.2663438257,bdsrc,,,,0.004462328134628666,3.240260521325622e-05,0.5985412853409534,1.7905399166296237e-06,0.9996145914004376,1.520830687669683e-05,0.44831706831308504,0.5342524144902842,1.6467025310984733e-05
EleutherAI/pythia-12b-deduped,Pythia,12.0,0.3,21.6,0.256306029,0.413822526,0.702648875,0.664561957,0.329988729,0.014404852,0.682420515,0.115853659,EleutherAI,202302.0,0.2617148554,bdsrc,,,,0.001628269837775006,0.00010182216751427077,0.41187866285108404,2.6305198612318007e-06,0.9980835642752307,1.566497671283381e-05,0.5116510655247959,0.4705827003488431,4.003679413268025e-05
EleutherAI/pythia-70m-deduped,Pythia,0.07,0.3,0.126,0.25260507,0.210750853,0.271659032,0.496448303,0.475143855,0.0,0.510099914,0.0,EleutherAI,202302.0,0.2573707449,bdsrc,,,,0.2320410393618847,1.8125879592153019e-06,0.9314839557766932,3.108846568670174e-06,0.9980900967088872,1.5302589451737021e-06,0.2669786895040829,0.7205660030382601,2.1505027199038246e-06
EleutherAI/pythia-1.4b-deduped,Pythia,1.4,0.3,2.52,0.255554967,0.326791809,0.549591715,0.573007103,0.386584645,0.008339651,0.594062854,0.042682927,EleutherAI,202302.0,0.2502492522,bdsrc,,,,0.008093243813636172,3.454272058327835e-05,0.6963427780846454,8.129299698959885e-07,0.9994230282522738,1.331442006283936e-05,0.41525592511451903,0.5679959832585301,1.622306719496715e-05
EleutherAI/pythia-160m-deduped,Pythia,0.16,0.3,0.288,0.24860575,0.240614334,0.313881697,0.513812155,0.443404464,0.00227445,0.523599803,0.0,EleutherAI,202302.0,0.2527417747,bdsrc,,,,0.15411732420538005,7.959688854052445e-06,0.9353121376190698,2.2798681307311946e-06,0.9994833876852954,8.835743417516526e-06,0.29028082055367455,0.6963344742777124,6.358680162309902e-06
bigscience/bloom-560m,BLOOM,0.56,0.341,1.14576,0.242154121,0.247440273,0.371539534,0.519337017,0.424442817,0.0030326,0.578551515,0.006097561,bigscience(huggingface),202207.0,0.2444096283,rllab,,,,0.10743059601457716,7.497538025647421e-06,0.9036930108328841,1.2472249398472608e-06,0.9989140531557765,8.693075662811617e-06,0.31537542322246565,0.6700453059235206,5.812899717646269e-06
bigscience/bloom-1b1,BLOOM,1.1,0.341,2.2506,0.267021483,0.283276451,0.427803226,0.55011839,0.41797167,0.00227445,0.609512962,0.0,bigscience(huggingface),202207.0,0.2658453212,rllab,,,,0.05169897528341194,9.446842135548708e-06,0.8648537340428694,1.3552502855792729e-06,0.999069748572945,7.82959752859779e-06,0.3451503684524995,0.6385767214038323,6.210724542846116e-06
bigscience/bloom-3b,BLOOM,3.0,0.341,6.138,0.265925092,0.357508532,0.543716391,0.576164167,0.40572463,0.015163002,0.664767416,0.018292683,bigscience(huggingface),202207.0,0.2593647629,rllab,,,,0.01339726718132613,2.0706672429889664e-05,0.6974040161270235,1.216675788553921e-06,0.9993062539613903,1.6085626129146336e-05,0.4138617805218084,0.5700785932578954,1.2669998283958607e-05
bigscience/bloom-7b1,BLOOM,7.1,0.341,14.5266,0.262462224,0.411262799,0.619996017,0.6543015,0.388978422,0.013646702,0.697719119,0.048780488,bigscience(huggingface),202207.0,0.2629967241,rllab,,,,0.00751198280262626,3.6680165075275655e-05,0.5617556037171924,1.4016471932858425e-06,0.998733587703061,2.4511005429853503e-05,0.46046604262099183,0.5227144656155824,2.0864635714202768e-05
bigscience/bloom,BLOOM,176.0,0.366,386.496,0.308540091,0.504266212,0.764090819,0.720599842,0.397596228,0.06899166,0.735544419,0.12195122,bigscience(huggingface),202207.0,,,,,,,,,,,,,,
EleutherAI/gpt-neox-20b,GPT-Neo/J,20.0,0.472,56.64,0.250025953,0.457337884,0.734515037,0.689029203,0.31613146,0.054586808,0.716280975,0.12804878,EleutherAI,202103.0,0.2487537388,bdsrc,,,,0.0014908302976052279,5.847685690160504e-05,0.3518141158198019,3.998685052114235e-06,0.9982904390617968,1.870857753636223e-05,0.5333598884684326,0.45058634182770796,2.706054137729922e-05
EleutherAI/gpt-neo-2.7B,GPT-Neo/J,2.7,0.42,6.804,0.264539788,0.333617747,0.562437761,0.600631413,0.397779599,0.012888552,0.573989469,0.067073171,EleutherAI,202103.0,0.2656316764,bdsrc,,,,0.007641156110723719,4.466102080610337e-05,0.6659971518918955,1.4881377207570942e-06,0.9995808211192332,3.5069285400127785e-05,0.42640908185620396,0.5577837090213073,2.7073610944934288e-05
EleutherAI/gpt-neo-1.3B,GPT-Neo/J,1.3,0.38,2.964,0.248216555,0.312286689,0.484664409,0.569060773,0.39629306,0.004548901,0.561091098,0.036585366,EleutherAI,202103.0,0.2445520581,bdsrc,,,,0.015236273366030818,3.393261250617046e-05,0.7838681218093417,7.510132106693785e-07,0.9996928063511568,2.828235925591334e-05,0.3846843258315077,0.5996389092128706,2.0989387976803488e-05
EleutherAI/gpt-neo-125m,GPT-Neo/J,0.125,0.3,0.225,0.259703914,0.229522184,0.302628958,0.517758485,0.455761631,0.0030326,0.502213531,0.006097561,EleutherAI,202103.0,0.2579404643,bdsrc,,,,0.1684444236192746,1.577649023211671e-05,0.9413621968424887,1.4902528398832102e-06,0.999657214186929,6.142334071866562e-06,0.28271260705038836,0.7031841377995759,7.802860340031143e-06
EleutherAI/gpt-j-6b,GPT-Neo/J,6.05,0.402,14.5926,0.267839994,0.413822526,0.675363473,0.659826361,0.359624729,0.029567854,0.681077656,0.115853659,EleutherAI,202103.0,0.2693348526,bdsrc,,,,0.0018349616775965396,7.982605692435422e-05,0.47072199359082606,2.7147327049262416e-06,0.99914932200214,1.4355464075221067e-05,0.49133638717386974,0.4906194044360245,3.229696441077899e-05
facebook/opt-6.7b,OPT,6.7,0.18,7.236,0.245674066,0.391638225,0.686616212,0.659826361,0.351221498,0.009855951,0.594269081,0.006097561,meta,202205.0,0.2483264492,bdsrc,,,,0.001897428316491916,5.4098391803420006e-05,0.44051454858349776,3.445091551560232e-06,0.9991331546889249,3.037052915912752e-05,0.5020912168890659,0.48056668876546377,2.9304776978079765e-05
facebook/opt-1.3b,OPT,1.3,0.18,1.404,0.249630458,0.295221843,0.545309699,0.597474349,0.387106758,0.0015163,0.544028761,0.0,meta,202205.0,0.2471870104,bdsrc,,,,0.008530479036263324,2.5144478022803058e-05,0.6975393524456284,2.3788742472672568e-06,0.9996888968993595,1.751659884380222e-05,0.41455885281816374,0.5686291727533301,1.5013566319157046e-05
facebook/opt-350m,OPT,0.35,0.18,0.378,0.260230967,0.235494881,0.367257518,0.52644041,0.408285328,0.0030326,0.51811094,0.0,meta,202205.0,0.2612875659,bdsrc,,,,0.08762064489360645,1.8562088970110985e-05,0.9068181813282111,1.8354225965653268e-06,0.9991555995113692,3.541320891734958e-05,0.31876120294762,0.6645647977024989,1.8605247427698873e-05
facebook/opt-13b,OPT,13.0,0.18,14.04,0.248956622,0.399317406,0.71200956,0.685082873,0.340958399,0.017437453,0.608779356,0.006097561,meta,202205.0,0.2527417747,bdsrc,,,,0.0010586639755584574,4.729102672329061e-05,0.3850517113082548,2.7094543227721563e-06,0.9984137406653144,2.8914087906761234e-05,0.5223063134833699,0.4615615046626543,2.6305116149473015e-05
facebook/opt-2.7b,OPT,2.7,0.18,2.916,0.254319729,0.339590444,0.614319857,0.619573796,0.37425418,0.00227445,0.568486894,0.0,meta,202205.0,0.2543085031,bdsrc,,,,0.004259846634886322,5.0211276578880076e-05,0.5751196393505514,2.420480510228043e-06,0.9992307496988322,2.3369729295064134e-05,0.45907189802828124,0.5262505167879857,2.533363320624571e-05
facebook/opt-30b,OPT,30.0,0.18,32.4,0.2665873,0.432593857,0.740689106,0.706393054,0.351638263,0.021986353,0.626407888,0.012195122,meta,202205.0,0.2675544794,bdsrc,,,,0.0011536267396692573,0.00010041472500072833,0.3249434775677699,4.3182835522674365e-06,0.9972804793410416,2.4702418963922883e-05,0.5433180641306513,0.4411812440699854,4.314330594683235e-05
facebook/opt-125m,OPT,0.125,0.18,0.135,0.260155876,0.228668942,0.314678351,0.516179953,0.42868758,0.00075815,0.498684238,0.0,meta,202205.0,0.2607178465,bdsrc,,,,0.15227818406349394,1.6346446356131336e-05,0.9382088587822517,7.092091824125401e-06,0.9996887761515866,1.496194829641343e-05,0.2894841665006971,0.6967554426369463,1.2800377433351049e-05
facebook/opt-66b,OPT,66.0,0.18,71.28,0.269930021,0.46331058,0.76249751,0.700078927,0.35429656,0.016679303,0.642631463,0.012195122,meta,202205.0,,,,,,,,,,,,,,
mosaicml/mpt-30b,MPT,30.0,1.0,180.0,0.479981807,0.559726962,0.8242382,0.749013418,0.384155825,0.169067475,0.745335406,0.213414634,mosaicml,202306.0,0.4727246831,bdsrc,,,,0.000916865394204226,0.00012175932572507431,0.14968716590030692,1.2108404877445123e-05,0.9747308139926522,1.5496962785720776e-05,0.6089424417446724,0.37517132622885135,4.978481634467483e-05
mosaicml/mpt-7b,MPT,7.0,1.0,42.0,0.280684314,0.476962457,0.775343557,0.721389108,0.335450604,0.040181956,0.714400118,0.164634146,mosaicml,202305.0,,bdsrc,,,,0.0009301010175460354,0.0001413162948803876,0.2528370732690719,2.491742486413124e-06,0.9948860635162257,1.8495023825193674e-05,0.5685122485560645,0.4162753707418473,5.4097474689646505e-05
facebook/xglm-564M,XGLM,0.564,0.5,1.692,0.251796636,0.245733788,0.346444931,0.522494081,0.404320588,0.00227445,0.585509055,0.0,meta,202112.0,0.2503916821,rllab,,,,,,,,,,,,
facebook/xglm-1.7B,XGLM,1.7,0.5,5.1,0.251004165,0.258532423,0.456781518,0.539068666,0.372063415,0.007581501,0.630680872,0.0,meta,202112.0,0.2506053269,rllab,,,,0.03932734613436236,2.4832149261670615e-05,0.8359349167929648,5.800617448732822e-07,0.9997679506221977,5.874188883333138e-06,0.35829516032662817,0.625047390231119,1.0428346407120256e-05
facebook/xglm-4.5B,XGLM,4.5,0.5,13.5,0.254299777,0.314846416,0.579466242,0.549329124,0.358393949,0.00227445,0.658513957,0.0,meta,202112.0,0.254379718,rllab,,,,0.010608424289524004,2.82655584211365e-05,0.6355319382025132,1.1299191866298898e-06,0.9986528606152769,1.8522525438642926e-05,0.433877713602868,0.5483092581757404,1.5972921601450955e-05
facebook/xglm-7.5B,XGLM,7.5,0.5,22.5,0.277886681,0.341296928,0.607747461,0.587213891,0.366615239,0.00227445,0.695550561,0.0,meta,202112.0,0.273821393,rllab,,,,0.006581163164271698,2.464948745719627e-05,0.5873443548398406,2.075854902463317e-06,0.9990584910862905,1.208932902401844e-05,0.45200159330810596,0.5310412803143449,1.293813926012689e-05
codellama/CodeLlama-7b-hf,CodeLlama,7.0,2.52,105.84,0.311220648,0.399317406,0.608046206,0.640094712,0.378216756,0.051554208,0.72972396,0.335365854,meta,202308.0,,,,,,,,,,,,,,
codellama/CodeLlama-13b-hf,CodeLlama,13.0,2.52,196.56,0.328088358,0.408703072,0.633539136,0.671665351,0.437942698,0.121304018,0.734948573,0.384146341,meta,202308.0,,,,,,,,,,,,,,
codellama/CodeLlama-34b-hf,CodeLlama,34.0,2.52,514.08,0.550208399,0.540955631,0.758215495,0.735595896,0.391136184,0.343442002,0.786124588,0.475609756,meta,202308.0,,,,,,,,,,,,,,
codellama/CodeLlama-70b-hf,CodeLlama,70.0,3.02,1268.4,0.596665899,0.567406143,0.782115117,0.752170481,0.397884774,0.439727066,0.775638856,0.548780488,meta,202401.0,,,,,,,,,,,,,,
bigcode/starcoderbase-1b,StarCoder,1.0,1.0,6.0,0.266738816,0.226962457,0.343059152,0.499605367,0.457892866,0.009097801,0.561739334,0.146,bigcode(huggingface),202305.0,,,,,,,,,,,,,,
bigcode/starcoderbase-3b,StarCoder,3.0,1.0,18.0,0.273528005,0.258532423,0.391057558,0.511444357,0.43054512,0.017437453,0.597635573,0.177,bigcode(huggingface),202305.0,,,,,,,,,,,,,,
bigcode/starcoderbase-7b,StarCoder,7.0,1.0,42.0,0.284464385,0.298634812,0.438657638,0.543804262,0.404626336,0.054586808,0.597831124,0.244,bigcode(huggingface),202305.0,,,,,,,,,,,,,,
bigcode/starcoderbase,StarCoder,15.5,1.0,93.0,0.321170975,0.302901024,0.472117108,0.55801105,0.400215714,0.078847612,0.595190171,0.341,bigcode(huggingface),202305.0,,,,,,,,,,,,,,
bigcode/starcoder2-15b,StarCoder2,15.0,4.3,387.0,0.513458387,0.473549488,0.640908186,0.63851618,0.378734193,0.522365428,0.738282013,0.463,bigcode(huggingface),202402.0,,,,,,,,,,,,,,
bigcode/starcoder2-7b,StarCoder2,7.0,3.7,155.4,0.412133186,0.383105802,0.519119697,0.591949487,0.419934977,0.250947688,0.620089807,0.354,bigcode(huggingface),202402.0,,,,,,,,,,,,,,
bigcode/starcoder2-3b,StarCoder2,3.0,3.3,59.4,0.386486021,0.34556314,0.47619996,0.545382794,0.404869824,0.196360879,0.603682999,0.317,bigcode(huggingface),202402.0,,,,,,,,,,,,,,
deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,1.3,2.0,15.6,0.260247316,0.257679181,0.392750448,0.527229676,0.426136821,0.029567854,0.606345816,0.287,deepseek,202311.0,,,,,,,,,,,,,,
deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,6.7,2.0,80.4,0.38391431,0.370307167,0.53455487,0.580899763,0.402813121,0.179681577,0.678870819,0.476,deepseek,202311.0,,,,,,,,,,,,,,
deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,33.0,2.0,396.0,0.409137308,0.424914676,0.599880502,0.624309392,0.399701882,0.300227445,0.696131702,0.512,deepseek,202311.0,,,,,,,,,,,,,,
01-ai/Yi-6B-200K,Yi-200K,6.0,3.0,108.0,0.646493014,0.535836177,0.755825533,0.74269929,0.417425955,0.303260045,,,01-ai,202311.0,,,,,,0.0015359262053626424,6.964804378450934e-05,0.31327866095461465,7.773924781685916e-06,0.9957524212722295,1.3581558911551198e-05,0.5471021708822944,0.436911325397716,3.033284087103449e-05
01-ai/Yi-34B-200K,Yi-200K,34.0,3.0,612.0,0.755618005,0.657849829,0.820553675,0.828729282,0.426021459,0.348749052,,,01-ai,202311.0,,,,,,,,,,,,,,
openlm-research/open_llama_7b_v2,OpenLlamaV2,13.0,1.0,78.0,0.412939739,0.436860068,0.721967736,0.693764799,0.355392154,0.034874905,,,openlm-research(UCB),202306.0,,,,,,0.001217049602163526,7.093538754152834e-05,0.2768000379588775,4.660179495147938e-06,0.9963332565129004,1.0525238858562375e-05,0.5581557458673571,0.4248403639585719,2.87051247331429e-05
openlm-research/open_llama_3b_v2,OpenLlamaV2,3.0,1.0,18.0,0.27117981,0.402730375,0.71599283,0.670086819,0.347774532,0.009097801,,,openlm-research(UCB),202306.0,,,,,,0.0013733911478587162,7.07800417544808e-05,0.38058548148598004,2.5779377009914155e-06,0.9990142663501028,1.3198703759674546e-05,0.5239992033459471,0.460378023346503,2.8850668932967158e-05
openlm-research/open_llama_13b,OpenLlama,13.0,0.6,46.8,0.437545283,0.511945392,0.752340171,0.720599842,0.380759673,0.032600455,,,openlm-research(UCB),202304.0,,,,,,0.0018472932405892218,9.243371266731671e-05,0.3060985876462517,1.0729641025000588e-05,0.9886593008151141,1.3455502942074905e-05,0.5521808404700259,0.43225714025664735,3.8870421097216916e-05
openlm-research/open_llama_7b,OpenLlama,7.0,1.0,42.0,0.304934081,0.470136519,0.719776937,0.679558011,0.348473071,0.015921152,,,openlm-research(UCB),202304.0,,,,,,0.004271425269130016,5.553459928945716e-05,0.38248921802784824,3.475660455157307e-06,0.992412501064337,1.5339749526475943e-05,0.5228042222664808,0.4597774274724542,2.4782396014724757e-05
openlm-research/open_llama_3b,OpenLlama,3.0,1.0,18.0,0.26936287,0.398464164,0.626468831,0.647198106,0.349651358,0.004548901,,,openlm-research(UCB),202304.0,,,,,,0.00544182562774253,6.390291485975696e-05,0.47832019271769616,1.8071166364562118e-06,0.9981844257741045,2.7115000580965696e-05,0.48994224258115915,0.49403235738835616,3.094129629186391e-05
